MS SubClass,Lot Frontage,Street,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Enclosed Porch,Screen Porch,Pool QC,Fence,Mo Sold,Yr Sold,SalePrice,House_Age,Remod_Age,Total_SF,Total_Bathrooms,Has_Screen_Porch,Has_Enclosed_Porch,Lot Area_log,Open Porch SF_log,Neighborhood_Tier,Is_GasA,Is_CompShg,Is_Normal_Cond1,Is_Normal_Cond2,Has_Misc_Feature,MS Zoning_FV,MS Zoning_Other,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Alley_No Alley Access,Alley_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2Story,House Style_Other,House Style_SFoyer,House Style_SLvl,Roof Style_Hip,Roof Style_Other,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Other,Exterior 1st_Plywood,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_No Basement,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Sale Type_ConLD,Sale Type_New,Sale Type_Other,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial
20,59.0,1,4,4,3,5,7,1983,1983.0,0.0,3,4,3,3,1,6,534.0,282.0,816.0,5,1,816,0,816,0.0,1.0,1,0,2,1,3,4,8,0,0,1983.0,1,1.0,264.0,3,3,2,315,0,0,0,2,4,2008.0,128500,25.0,25.0,1632.0,1.5,0,0,8.778171881033469,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,37.0,1,3,4,3,5,5,1984,1985.0,0.0,3,3,3,3,1,5,658.0,218.0,876.0,3,1,923,0,923,1.0,0.0,1,0,3,1,3,5,8,0,0,1984.0,1,1.0,264.0,3,3,2,362,0,0,0,3,10,2008.0,119500,24.0,23.0,1799.0,2.0,0,0,8.846784666945227,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,60.0,1,4,4,3,5,9,1982,2008.0,0.0,4,4,3,3,1,5,641.0,175.0,816.0,5,1,816,0,816,0.0,1.0,1,0,3,1,4,5,8,1,5,1982.0,1,1.0,264.0,3,3,2,0,0,0,0,3,10,2008.0,130500,26.0,0.0,1632.0,1.5,0,0,8.79497643168877,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,60.0,1,4,4,3,5,8,1982,2003.0,0.0,3,4,3,4,1,6,816.0,0.0,816.0,5,1,816,0,816,1.0,0.0,1,0,2,1,3,4,8,0,0,1985.0,3,2.0,816.0,3,3,2,0,0,0,0,0,6,2008.0,138000,26.0,5.0,1632.0,2.0,0,0,8.79497643168877,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,60.0,1,4,4,3,5,6,1982,2005.0,0.0,3,3,3,3,1,6,638.0,207.0,845.0,4,1,845,0,845,0.0,0.0,1,0,3,1,4,6,8,0,0,1982.0,1,1.0,264.0,3,3,2,0,0,0,0,0,7,2008.0,134500,26.0,3.0,1690.0,1.0,0,0,8.79497643168877,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,75.0,1,3,4,3,6,7,1940,1985.0,0.0,3,3,4,3,2,5,660.0,323.0,983.0,5,1,983,767,1750,1.0,0.0,2,0,4,1,3,7,5,0,0,1989.0,1,1.0,423.0,3,3,2,245,156,0,0,0,7,2008.0,160000,68.0,23.0,2733.0,3.0,0,1,9.434203664214742,0.0,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,74.0,1,4,4,3,5,6,1984,1984.0,0.0,3,3,3,3,1,5,647.0,217.0,864.0,3,1,889,0,889,0.0,0.0,1,0,3,1,3,6,8,0,0,1984.0,1,2.0,484.0,3,3,2,0,0,0,0,0,4,2008.0,137500,24.0,24.0,1753.0,1.0,0,0,9.42512911890764,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,75.0,1,3,4,2,5,4,1969,1969.0,232.0,3,3,3,3,3,5,562.0,29.0,784.0,5,1,1168,800,1968,0.0,1.0,2,1,4,1,3,7,6,1,1,1969.0,2,2.0,530.0,3,3,2,305,0,0,0,3,9,2008.0,172000,39.0,39.0,2752.0,3.0,0,0,9.312535884290853,5.247024072160486,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70,60.0,1,3,4,3,5,1,1900,1950.0,0.0,3,3,3,3,1,1,0.0,686.0,686.0,5,1,1150,686,1836,0.0,0.0,2,0,4,1,3,7,4,0,0,1900.0,1,1.0,288.0,3,2,0,0,0,0,0,0,1,2008.0,103000,108.0,58.0,2522.0,2.0,0,0,10.943781931879723,0.0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,85.0,1,4,4,3,6,6,1971,1971.0,302.0,3,3,3,3,1,4,838.0,749.0,1587.0,3,1,1587,0,1587,0.0,0.0,2,0,3,1,3,7,8,1,4,1971.0,1,2.0,525.0,3,3,2,0,0,0,0,0,3,2007.0,167300,36.0,36.0,3174.0,2.0,0,0,9.275003885301905,3.8066624897703196,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,85.0,1,4,4,3,7,5,1970,1970.0,0.0,3,4,3,4,4,6,778.0,499.0,1277.0,3,1,1277,0,1277,1.0,0.0,1,0,2,1,3,5,8,1,1,1970.0,1,2.0,526.0,3,3,2,0,0,176,0,2,4,2007.0,167000,37.0,37.0,2554.0,2.0,1,0,9.271341393533582,0.0,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,95.0,1,3,4,3,7,6,1973,1973.0,1115.0,3,4,4,3,4,5,1880.0,343.0,2223.0,5,1,2223,0,2223,1.0,0.0,2,0,3,1,3,8,8,2,4,1973.0,3,2.0,516.0,3,3,2,300,0,0,0,0,2,2007.0,244000,34.0,34.0,4446.0,3.0,0,0,9.521641310026597,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,95.0,1,3,4,2,8,6,1970,1970.0,0.0,4,4,3,4,4,5,351.0,1043.0,2217.0,5,1,2217,0,2217,1.0,0.0,2,0,4,1,4,8,8,1,3,1970.0,1,2.0,621.0,3,3,2,81,0,224,0,0,10,2007.0,268000,37.0,37.0,4434.0,3.0,1,0,9.671933733861948,5.337538079701318,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,99.0,1,3,4,3,7,5,2003,2003.0,0.0,4,3,4,3,4,1,0.0,847.0,847.0,5,1,847,886,1733,0.0,0.0,2,1,3,1,4,7,8,1,4,2003.0,3,2.0,433.0,3,3,2,100,0,0,0,0,10,2007.0,225000,4.0,4.0,2580.0,2.5,0,0,9.42504844446929,3.8918202981106265,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
60,63.0,1,3,4,3,6,5,1995,1996.0,0.0,3,3,4,3,1,1,0.0,806.0,806.0,4,1,806,766,1572,0.0,0.0,2,1,3,1,3,7,8,1,3,1995.0,3,2.0,373.0,3,3,2,0,0,0,0,0,5,2007.0,168000,12.0,11.0,2378.0,2.5,0,0,9.24619002486988,3.713572066704308,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
60,99.0,1,2,4,3,6,6,1997,1997.0,0.0,3,3,4,3,3,6,182.0,612.0,794.0,4,1,794,676,1470,0.0,1.0,2,0,3,1,3,6,8,0,0,1997.0,3,2.0,388.0,3,3,2,0,0,0,0,0,7,2007.0,177000,10.0,10.0,2264.0,2.5,0,0,9.537483513308878,4.330733340286331,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,57.0,1,3,4,3,6,5,1997,1997.0,0.0,3,3,4,3,3,1,0.0,916.0,916.0,4,1,916,684,1600,0.0,0.0,2,1,3,1,3,7,8,1,3,1997.0,3,2.0,460.0,3,3,2,100,0,0,0,0,8,2007.0,169000,10.0,10.0,2516.0,2.5,0,0,9.07954808172616,3.6635616461296463,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,56.0,1,3,4,3,6,5,1997,1997.0,0.0,3,3,4,3,1,1,0.0,384.0,384.0,4,1,754,630,1384,0.0,0.0,2,1,3,1,3,7,8,1,3,1997.0,3,2.0,390.0,3,3,2,0,0,0,0,0,3,2007.0,161500,10.0,10.0,1768.0,2.5,0,0,9.090768236835338,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
120,41.0,1,4,4,3,8,5,2000,2000.0,0.0,4,3,4,3,3,6,1196.0,298.0,1494.0,5,1,1652,0,1652,1.0,0.0,2,0,2,1,5,6,8,0,0,2000.0,2,2.0,499.0,3,3,2,96,0,0,0,0,8,2007.0,251000,7.0,7.0,3146.0,3.0,0,0,8.581294116822761,3.8918202981106265,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,50.0,1,3,4,3,6,5,1994,1994.0,32.0,3,3,4,3,1,2,186.0,206.0,392.0,4,1,924,770,1694,0.0,0.0,2,1,3,1,3,7,8,1,3,1994.0,3,2.0,398.0,3,3,2,256,0,0,0,3,3,2007.0,160000,13.0,13.0,2086.0,2.5,0,0,9.225031920719173,4.174387269895637,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
60,63.0,1,3,4,3,6,5,1999,2000.0,0.0,3,3,4,3,1,5,871.0,52.0,923.0,4,1,947,767,1714,1.0,0.0,2,1,3,1,3,7,8,1,3,2000.0,3,2.0,451.0,3,3,2,256,0,0,0,0,4,2007.0,180000,8.0,7.0,2637.0,3.5,0,0,9.063926353520646,3.8918202981106265,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,63.0,1,4,4,3,7,5,1996,1996.0,0.0,4,3,4,3,1,3,414.0,277.0,691.0,4,1,691,862,1553,0.0,0.0,2,1,3,1,4,6,8,0,0,1996.0,3,2.0,420.0,3,3,2,0,0,0,0,0,8,2007.0,178750,11.0,11.0,2244.0,2.5,0,0,8.971575439759016,3.8066624897703196,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,63.0,1,4,4,3,7,5,1995,1996.0,38.0,3,3,4,4,1,1,0.0,1237.0,1237.0,4,1,1253,0,1253,0.0,0.0,2,0,3,1,3,6,8,1,3,1995.0,3,2.0,402.0,3,3,2,220,0,0,0,0,6,2007.0,176000,12.0,11.0,2490.0,2.0,0,0,8.971575439759016,3.091042453358316,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,60.0,1,4,4,3,6,5,1999,2003.0,0.0,3,3,4,3,1,1,0.0,938.0,938.0,5,1,957,1342,2299,0.0,0.0,3,1,5,1,3,7,8,1,3,1999.0,3,2.0,482.0,3,3,2,188,0,0,0,0,8,2007.0,204000,8.0,4.0,3237.0,3.5,0,0,8.922791623969637,3.4339872044851463,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,99.0,1,3,4,3,7,5,1992,1993.0,52.0,3,3,4,3,1,1,0.0,1168.0,1168.0,4,1,1187,0,1187,0.0,0.0,2,0,3,1,4,6,8,0,0,1992.0,2,2.0,420.0,3,3,2,0,0,0,0,0,8,2007.0,160000,15.0,14.0,2355.0,2.0,0,0,9.16502914926618,3.091042453358316,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,63.5,1,3,4,3,7,5,1991,1992.0,76.0,4,3,4,3,1,1,0.0,384.0,384.0,4,1,802,670,1472,0.0,0.0,2,1,3,1,4,7,8,1,3,1991.0,2,2.0,402.0,3,3,2,164,0,0,0,0,5,2007.0,160000,16.0,15.0,1856.0,2.5,0,0,9.285911558823257,0.0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,63.0,1,3,4,3,7,5,1992,1992.0,170.0,3,3,4,3,1,1,0.0,384.0,384.0,4,1,812,670,1482,0.0,0.0,2,1,3,1,4,7,8,1,3,1992.0,3,2.0,392.0,3,3,2,100,0,0,0,0,7,2007.0,163900,15.0,15.0,1866.0,2.5,0,0,9.118882761487347,3.258096538021482,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,50.0,1,3,4,3,6,5,1993,1994.0,0.0,3,3,4,3,1,1,0.0,903.0,903.0,4,1,910,732,1642,0.0,0.0,2,1,3,1,3,7,8,1,3,1993.0,2,2.0,392.0,3,3,2,290,0,0,0,0,7,2007.0,168000,14.0,13.0,2545.0,2.5,0,0,8.94324493313279,4.442651256490317,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,160.0,0,4,4,3,6,6,1964,1964.0,138.0,3,3,3,3,3,4,550.0,752.0,1302.0,2,1,1128,0,1128,1.0,0.0,1,0,3,1,3,6,8,1,3,1964.0,1,2.0,480.0,3,3,1,0,246,0,0,3,3,2007.0,154204,43.0,43.0,2430.0,2.0,0,1,9.807031716718498,4.6913478822291435,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
120,60.0,1,4,4,3,8,5,1986,1986.0,0.0,4,3,4,3,1,1,0.0,1074.0,1074.0,5,1,1088,0,1088,0.0,0.0,1,1,2,1,4,5,8,0,0,1987.0,2,2.0,461.0,3,3,2,0,137,0,0,0,10,2007.0,170000,21.0,21.0,2162.0,1.5,0,1,8.215276958936633,4.31748811353631,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
160,59.5,1,3,4,3,7,5,1984,1984.0,0.0,4,3,4,3,2,6,828.0,180.0,1190.0,4,1,1190,900,2090,1.0,0.0,2,0,3,1,4,6,7,1,3,1984.0,3,2.0,577.0,3,3,2,219,0,0,0,0,9,2007.0,207500,23.0,23.0,3280.0,3.0,0,0,8.529714471969909,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
120,38.0,1,3,4,3,8,5,1988,1988.0,0.0,4,3,4,3,4,6,248.0,918.0,1166.0,4,1,1179,0,1179,1.0,0.0,2,0,2,1,3,5,8,0,0,1988.0,2,2.0,480.0,3,3,2,0,0,135,0,0,10,2007.0,182000,19.0,19.0,2345.0,3.0,1,0,8.464003362902119,4.6913478822291435,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
120,35.0,1,3,4,3,8,5,1990,1990.0,0.0,4,3,4,3,4,6,926.0,386.0,1312.0,4,1,1321,0,1321,1.0,0.0,1,0,1,1,4,4,8,1,3,1990.0,2,2.0,484.0,3,3,2,0,140,0,0,0,8,2007.0,212000,17.0,17.0,2633.0,2.0,0,1,8.540714386457584,4.174387269895637,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,86.0,1,3,4,3,9,5,2005,2006.0,200.0,4,3,5,3,4,6,1249.0,673.0,1922.0,5,1,1922,0,1922,1.0,0.0,2,0,3,1,4,8,8,1,4,2005.0,3,3.0,676.0,3,3,2,178,0,0,0,0,7,2007.0,377426,2.0,1.0,3844.0,3.0,0,0,9.558035114334135,3.9512437185814275,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,98.0,1,3,4,3,8,5,2005,2005.0,146.0,4,3,5,3,2,6,986.0,163.0,1149.0,5,1,1164,1377,2541,1.0,0.0,3,1,4,1,5,10,8,1,4,2005.0,3,3.0,729.0,3,3,2,120,0,0,0,0,7,2007.0,349265,2.0,2.0,3690.0,4.5,0,0,9.419709489868552,3.4965075614664802,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
20,52.0,1,3,4,3,9,5,2006,2007.0,710.0,5,3,5,3,3,6,1101.0,1559.0,2660.0,5,1,2338,0,2338,1.0,0.0,2,1,4,1,4,8,8,2,4,2005.0,3,3.0,1110.0,4,3,2,0,0,322,0,0,6,2007.0,591587,1.0,0.0,4998.0,3.5,1,0,10.858518112726214,4.912654885736052,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
190,195.0,1,3,4,3,5,5,1969,1990.0,0.0,3,3,4,3,4,5,1047.0,53.0,1100.0,3,1,1424,0,1424,1.0,0.0,1,1,3,1,3,7,5,0,0,1969.0,1,3.0,828.0,3,3,0,144,0,0,0,0,11,2007.0,155000,38.0,17.0,2524.0,2.5,0,0,10.635879484421974,0.0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
120,61.0,1,3,4,3,9,5,2006,2006.0,165.0,4,3,5,3,4,6,797.0,815.0,1612.0,5,1,1612,0,1612,1.0,0.0,2,0,2,1,5,6,8,1,4,2006.0,3,2.0,556.0,3,3,2,0,0,0,0,0,3,2007.0,319900,1.0,1.0,3224.0,3.0,0,0,8.991686725934825,5.10594547390058,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
